"No."	"PosX"	"PosY"	"PosZ"	"FrontX"	"FrontY"	"FrontZ"	"LeftX"	"LeftY"	"LeftZ"	"UpX"	"UpY"	"UpZ"
178	-181.614098	35.324472	-28.999661	-0.727528	0.684976	-0.038859	-0.053087	0.000266	0.998590	0.684021	0.728565	0.036170
179	-183.034192	36.730603	-29.071863	-0.690907	0.722185	-0.033111	-0.051176	-0.003171	0.998685	0.721130	0.691693	0.039149
180	-184.369978	38.217457	-29.131049	-0.642440	0.765904	-0.025746	-0.050870	-0.009100	0.998664	0.764646	0.642891	0.044808
181	-185.592423	39.799064	-29.173341	-0.576319	0.817067	-0.016072	-0.052342	-0.017279	0.998480	0.815547	0.576284	0.052725
182	-186.657672	41.490449	-29.193156	-0.483337	0.875429	-0.003065	-0.055886	-0.027361	0.998062	0.873649	0.482571	0.062149
183	-187.499532	43.302610	-29.182572	-0.350463	0.936464	0.014549	-0.062025	-0.038707	0.997324	0.934520	0.348623	0.071650
184	-188.024871	45.228479	-29.131364	-0.165575	0.985482	0.037567	-0.071477	-0.049984	0.996189	0.983604	0.162258	0.078715
185	-188.132261	47.218542	-29.029837	0.062546	0.995973	0.064228	-0.084607	-0.058831	0.994676	0.994449	-0.067647	0.080587
186	-187.755993	49.170447	-28.873632	0.324296	0.941418	0.092543	-0.100558	-0.062967	0.992937	0.940596	-0.331311	0.074247
187	-186.806638	50.906004	-28.660068	0.626954	0.769744	0.120096	-0.116791	-0.059548	0.991370	0.770252	-0.635569	0.052565
188	-185.276763	52.144393	-28.401497	0.886922	0.441633	0.135387	-0.127808	-0.047030	0.990683	0.443886	-0.895962	0.014732
189	-183.362288	52.572306	-28.135062	0.991383	-0.035861	0.125990	-0.127058	-0.029233	0.991464	-0.031872	-0.998929	-0.033538
190	-181.479404	52.004451	-27.910597	0.856371	-0.506965	0.098061	-0.120780	-0.012026	0.992606	-0.502037	-0.861883	-0.071530
191	-180.022091	50.665124	-27.739385	0.591289	-0.802972	0.074925	-0.115233	0.007831	0.993308	-0.798185	-0.595966	-0.087898
192	-179.130073	48.890160	-27.604374	0.301217	-0.951559	0.061675	-0.106353	0.030750	0.993853	-0.947606	-0.305924	-0.091939
193	-178.807269	46.926373	-27.489188	0.026096	-0.998232	0.053398	-0.091649	0.050802	0.994495	-0.995449	-0.030846	-0.090161
194	-179.000368	44.942888	-27.391576	-0.210904	-0.976508	0.044170	-0.073255	0.060848	0.995455	-0.974758	0.206710	-0.084367
195	-179.616994	43.045327	-27.312321	-0.396963	-0.917158	0.035236	-0.055236	0.062192	0.996535	-0.916171	0.393641	-0.075348
196	-180.557096	41.283490	-27.249936	-0.535925	-0.843822	0.027364	-0.039710	0.057569	0.997551	-0.843331	0.533527	-0.064361
